id,spec_type,value,unit,context,source_document,extraction_date,confidence_level
166,temperature,770,K,"ability) Staff: Cost:  7,700 Engineering Hrs/ = $ 770K AD 08302025 Page 32 CII NIKET PROPRIETAR",,2025-11-04T13:11:53.730675,medium
167,temperature,32,C,"7,700 Engineering Hrs/ = $ 770K AD 08302025 Page 32 CII NIKET PROPRIETAR",,2025-11-04T13:11:53.730675,medium
168,temperature,22,c,"ploited as storage reservoirs. Material Framework 22 candidate materials: Germanium, Gallium, Antimony,",,2025-11-04T13:11:53.730675,medium
169,temperature,11,c,", Niobium, Tin, Titanium, Nitrogen/Nitrides, plus 11 confidential. Manufacturability: Compatible with 3D",,2025-11-04T13:11:53.730675,medium
170,temperature,2,K,"tum simulation (DFT, CWF, Psi4, ORCA, Gaussian, Cp2K). Optimization for NIKET AI-SCADA industrial prot",,2025-11-04T13:11:53.730675,medium
171,temperature,100,K,"Progression (Tasks 1–6) Task 1: Quantum Model → $100K, 1000 hrs, 8 wks. Build DFT/CWF computational mod",,2025-11-04T13:11:53.730675,medium
172,temperature,110,K,"r SMEC material configurations. Task 2: AI DOE → $110K, 1100 hrs, 8 wks. 6,561 simulation runs, AI-optim",,2025-11-04T13:11:53.730675,medium
173,temperature,190,K,"um computers. Task 3: AI SE TRL 3-4 Prototypes → $190K, 1900 hrs, 12 wks. 100 fabrication runs, 15 optim",,2025-11-04T13:11:53.730675,medium
174,temperature,110,K,"ask 4: Manufacturability Beta (MRL 4-5, TRL 6) → $110K, 1100 hrs, 10 wks. Integration into simulated env",,2025-11-04T13:11:53.730675,medium
175,temperature,130,K,"ments. Task 5: Pre-production (TRL 7, MRL 7-8) → $130K, 1300 hrs, 8 wks. Representative production, low-",,2025-11-04T13:11:53.730675,medium
176,temperature,130,K,"manufacturing. Task 6: Final Device (TRL 8-9) → $130K, 1300 hrs, 8 wks. Full system integration, test,",,2025-11-04T13:11:53.730675,medium
177,temperature,770,K,"ion, and lock-down. Totals: 54 weeks, 7,700 hrs, $770K. Investor Relevance Provides a predictable engine",,2025-11-04T13:11:53.730675,medium
178,temperature,770,K,unding requirement: Each instantiation requires ~$770K and 1 year. Dependence on AI accuracy: DOE simula,,2025-11-04T13:11:53.730675,medium
179,temperature,22,k,"rogen/nitrides, tin and titanium—with elements 11‑22 kept confidential. The paper emphasises that these",,2025-11-04T13:11:53.730675,medium
180,temperature,770,K,"weeks, 7 700 engineering hours and approximately $770 K. Investor implication: The staged TRL/MRL pathway",,2025-11-04T13:11:53.730675,medium
181,temperature,4.4,C,"and HVAC‑control sensors ($4.2 B/year, 6 % CAGR). 4.4 Critical Manufacturing & Mining Strategic mineral‑d",,2025-11-04T13:11:53.730675,medium
182,temperature,770,K,"ter Task 6. Each use case requires ~54 weeks and $770 K, so progress will depend on capital and staffing.",,2025-11-04T13:11:53.730675,medium
183,temperature,22,c,"ploited as storage reservoirs. Material Framework 22 candidate materials: Germanium, Gallium, Antimony,",,2025-11-04T13:11:53.730675,medium
184,temperature,11,c,", Niobium, Tin, Titanium, Nitrogen/Nitrides, plus 11 confidential. Manufacturability: Compatible with 3D",,2025-11-04T13:11:53.730675,medium
185,temperature,2,K,"tum simulation (DFT, CWF, Psi4, ORCA, Gaussian, Cp2K). Optimization for NIKET AI-SCADA industrial prot",,2025-11-04T13:11:53.730675,medium
186,temperature,100,K,"Progression (Tasks 1–6) Task 1: Quantum Model → $100K, 1000 hrs, 8 wks. Build DFT/CWF computational mod",,2025-11-04T13:11:53.730675,medium
187,temperature,110,K,"r SMEC material configurations. Task 2: AI DOE → $110K, 1100 hrs, 8 wks. 6,561 simulation runs, AI-optim",,2025-11-04T13:11:53.730675,medium
188,temperature,190,K,"um computers. Task 3: AI SE TRL 3-4 Prototypes → $190K, 1900 hrs, 12 wks. 100 fabrication runs, 15 optim",,2025-11-04T13:11:53.730675,medium
189,temperature,110,K,"ask 4: Manufacturability Beta (MRL 4-5, TRL 6) → $110K, 1100 hrs, 10 wks. Integration into simulated env",,2025-11-04T13:11:53.730675,medium
190,temperature,130,K,"ments. Task 5: Pre-production (TRL 7, MRL 7-8) → $130K, 1300 hrs, 8 wks. Representative production, low-",,2025-11-04T13:11:53.730675,medium
191,temperature,130,K,"manufacturing. Task 6: Final Device (TRL 8-9) → $130K, 1300 hrs, 8 wks. Full system integration, test,",,2025-11-04T13:11:53.730675,medium
192,temperature,770,K,"ion, and lock-down. Totals: 54 weeks, 7,700 hrs, $770K. Investor Relevance Provides a predictable engine",,2025-11-04T13:11:53.730675,medium
193,temperature,770,K,unding requirement: Each instantiation requires ~$770K and 1 year. Dependence on AI accuracy: DOE simula,,2025-11-04T13:11:53.730675,medium
194,temperature,22,k,"rogen/nitrides, tin and titanium—with elements 11‑22 kept confidential. The paper emphasises that these",,2025-11-04T13:11:53.730675,medium
195,temperature,770,K,"weeks, 7 700 engineering hours and approximately $770 K. Investor implication: The staged TRL/MRL pathway",,2025-11-04T13:11:53.730675,medium
196,temperature,4.4,C,"and HVAC‑control sensors ($4.2 B/year, 6 % CAGR). 4.4 Critical Manufacturing & Mining Strategic mineral‑d",,2025-11-04T13:11:53.730675,medium
197,temperature,770,K,"ter Task 6. Each use case requires ~54 weeks and $770 K, so progress will depend on capital and staffing.",,2025-11-04T13:11:53.730675,medium
198,temperature,3,C,-SMEC) Materials Taxonomy                     p 2-3 CII NIKET SMEC Licensing Program,,2025-11-04T13:11:53.730675,medium
199,temperature,22,C,luminum Niobium Nitrogen/Nitrides Tin Titanium 11-22        Confidential CII NIKET SMEC INTELLECTUAL PROPERTY L,,2025-11-04T13:11:53.730675,medium
200,temperature,8,c,que implementation of: Task 1: Quantum Model: NTE 8 calendar weeks/1000 Eng Hrs/ $100K Task 2: AI DOE:,,2025-11-04T13:11:53.730675,medium
201,temperature,100,K,uantum Model: NTE 8 calendar weeks/1000 Eng Hrs/ $100K Task 2: AI DOE: NTE 8 calendar weeks/1100 Eng Hrs,,2025-11-04T13:11:53.730675,medium
202,temperature,8,c,dar weeks/1000 Eng Hrs/ $100K Task 2: AI DOE: NTE 8 calendar weeks/1100 Eng Hrs/$110K Task 3: AI SE TRL,,2025-11-04T13:11:53.730675,medium
203,temperature,110,K,ask 2: AI DOE: NTE 8 calendar weeks/1100 Eng Hrs/$110K Task 3: AI SE TRL 3-4 Prototypes: NTE 12 calendar,,2025-11-04T13:11:53.730675,medium
204,temperature,12,c,g Hrs/$110K Task 3: AI SE TRL 3-4 Prototypes: NTE 12 calendar week/1840 Eng Hrs/$190K to reach Design/Me,,2025-11-04T13:11:53.730675,medium
205,temperature,190,K,-4 Prototypes: NTE 12 calendar week/1840 Eng Hrs/$190K to reach Design/Method Patentability Claims final,,2025-11-04T13:11:53.730675,medium
206,temperature,256,C,nse Value: $ 2B Carbon Sequestration: Low SWaP-C  256 Channel AI-enabled C-NPK Solid State Sensor Node us,,2025-11-04T13:11:53.730675,medium
207,temperature,5,C,trategic Mineral Detection Sensors: Very low SWaP 5 Channel Hybrid EM Solid State Sensor Node allowing,,2025-11-04T13:11:53.730675,medium
208,temperature,5,C,", as well as 3 Magnetic Fields (B and dB/dt).This 5 Channel Hybrid EM Solid State Sensor will greatly i",,2025-11-04T13:11:53.730675,medium
209,temperature,8,C,ntainment (SMEC) material configuration Duration: 8 Calendar Weeks Cost: Personnel: 1000 Engineering Hr,,2025-11-04T13:11:53.730675,medium
210,temperature,100,K,ndar Weeks Cost: Personnel: 1000 Engineering Hrs/$100K CII NIKET TASK 2 Description: TRL Levels 1-2 Full,,2025-11-04T13:11:53.730675,medium
211,temperature,940,c,ptimized Run Duration Target: HPC NTE 8 minutes = 940 calendar hrs/40 calendar days AI-optimized Run Dura,,2025-11-04T13:11:53.730675,medium
212,temperature,40,c,tion Target: HPC NTE 8 minutes = 940 calendar hrs/40 calendar days AI-optimized Run Duration Target: NVI,,2025-11-04T13:11:53.730675,medium
213,temperature,470,c,Duration Target: NVIDIA GPU CUDA NTE 4 minutes = 470 calendar hrs/20 calendar days AI-optimized Run Dura,,2025-11-04T13:11:53.730675,medium
214,temperature,20,c,NVIDIA GPU CUDA NTE 4 minutes = 470 calendar hrs/20 calendar days AI-optimized Run Duration Target: Qua,,2025-11-04T13:11:53.730675,medium
215,temperature,235,c,Duration Target: Quantum Computer NTE 2 minutes = 235 calendar hrs/10 calendar days Number of Engineering,,2025-11-04T13:11:53.730675,medium
216,temperature,10,c,Quantum Computer NTE 2 minutes = 235 calendar hrs/10 calendar days Number of Engineering Analysis Hrs Re,,2025-11-04T13:11:53.730675,medium
217,temperature,110,K,"ar Weeks Cost: Personnel: 1,100 Engineering Hrs/$ 110K Intellectual Property: Results should be ready fo",,2025-11-04T13:11:53.730675,medium
218,temperature,12,C,zation for Method/Design Patent Applications Page 12 CII NIKET TASK 3: Description: TRL Levels 3-4 AI-Dr,,2025-11-04T13:11:53.730675,medium
219,temperature,5,c,"s Fabrication Run: Equipment Access: UA MSE Labs, 5 calendar days/run Materials: supplied by NIKET Staf",,2025-11-04T13:11:53.730675,medium
220,temperature,12,C,ing Hrs: 16 Hrs/Run (Prep/Lab/Analysis) Duration; 12 Calendar Weeks Cost: Personnel: 115 Runs/1900 Engin,,2025-11-04T13:11:53.730675,medium
221,temperature,190,K,s Cost: Personnel: 115 Runs/1900 Engineering Hrs/$190K Intellectual Property: Results should be ready fo,,2025-11-04T13:11:53.730675,medium
222,temperature,10,C,"es in Simulated Operational Environment Duration: 10 Calendar Weeks Cost: Personnel: 1,100 Engineering H",,2025-11-04T13:11:53.730675,medium
223,temperature,110,K,"dar Weeks Cost: Personnel: 1,100 Engineering Hrs/$110K Equipment: Access to UA MSE Labs CII NIKET TASK 5",,2025-11-04T13:11:53.730675,medium
224,temperature,8,c,"eering and design requirements Page 13 Duration:  8 calendar weeks Cost: Personnel: 1,300 Engineering H",,2025-11-04T13:11:53.730675,medium
225,temperature,130,K,"dar weeks Cost: Personnel: 1,300 Engineering Hrs/$130K CII NIKET TASK 6: Description: TRL 8 final device",,2025-11-04T13:11:53.730675,medium
226,temperature,8,c,"and manufacturing processes locked down Duration: 8 calendar weeks Cost: Personnel:  1,300 Engineering",,2025-11-04T13:11:53.730675,medium
227,temperature,130,K,"ar weeks Cost: Personnel:  1,300 Engineering Hrs/$130K TOTALS FOR EACH USE CASE DESIGN OPTIMIZATION NRE",,2025-11-04T13:11:53.730675,medium
228,temperature,54,c,DESIGN OPTIMIZATION NRE TRL 1-9 Schedule: Maximum 54 calendar weeks (can be accelerated per budget/staff,,2025-11-04T13:11:53.730675,medium
229,temperature,770,K,"ability) Staff: Cost:  7,700 Engineering Hrs/ = $ 770K Page 14",,2025-11-04T13:11:53.730675,medium
230,temperature,22,c,"mizer Q-SMEC utilizes varying quantities of up to 22 constituent elements (including Germanium, Gallium,",,2025-11-04T13:11:53.730675,medium
231,temperature,5,C,"Sputter: 200–600 W, 1–10 mTorr Ar/N₂, rate 0.5 -- 5 CVD: 300–800 °C, precursor-specific; target stoichi",,2025-11-04T13:11:53.730675,medium
232,temperature,800,C,"0–600 W, 1–10 mTorr Ar/N₂, rate 0.5 -- 5 CVD: 300–800 °C, precursor-specific; target stoichiometry error \",,2025-11-04T13:11:53.730675,medium
233,temperature,100,K,"ensor Physics Quantum Modeling (NTE 8 weeks, NTE $100K, TRL/MRL 3) Task 2: Optimized AI Design of Experi",,2025-11-04T13:11:53.730675,medium
234,temperature,110,K,"esign of Experiments (Modeling (NTE 8 weeks, NTE $110K TRL/MRL 4). Task 3: Sensor Prototype Fabrication",,2025-11-04T13:11:53.730675,medium
235,temperature,190,K,"Sensor Prototype Fabrication (NTE 12 weeks, NTE $190K, TRL/MRL 5/6). Task 4: Beta Testing  (NTE 10 week",,2025-11-04T13:11:53.730675,medium
236,temperature,110,K,"L 5/6). Task 4: Beta Testing  (NTE 10 weeks, NTE $110K, TRL/MRL 7. Task 5: Low Rate Initial Production (",,2025-11-04T13:11:53.730675,medium
237,temperature,130,K,"5: Low Rate Initial Production (NTE 8 weeks, NTE $130K, TRL/MRL 8). Task 6: Device Integration/Full Rate",,2025-11-04T13:11:53.730675,medium
238,temperature,130,K,"tegration/Full Rate Production (NTE 8 weeks, NTE $130K, TRL/MRL 9).
Deliverables include patent-ready da",,2025-11-04T13:11:53.730675,medium
239,temperature,100,k,ics Parameter Optimization Values Targets: Power: 100kW-MW+ feasible Beam Quality M2: 1.1     M2: 1 to 1,,2025-11-04T13:11:53.730675,medium
240,temperature,10,K,"micron, 3-5 micron, 8-14 micron Operating Range: 10 Km+ Bandwidth: 100 Nm Resolution:  5-10 Micron Pico",,2025-11-04T13:11:53.730675,medium
241,temperature,0.1,C,tching: Complex Permittivity: Imaginary Component 0.1 Complex Permeability: Imaginary Component 0.1 High,,2025-11-04T13:11:53.730675,medium
242,temperature,60,k,ics Parameter Optimization Values Targets: Power: 60 kW-1MW EIRP: 30-70 dBmi Scan Ratio: <20 sec/volume,,2025-11-04T13:11:53.730675,medium
243,temperature,500,k,"2.3-2.5 Ghz (S), 9.4-9.6 Ghz (X) Operating Range: 500 km + (S), 70 km+ (X) Bandwidth: 250-1000 MHz Respon",,2025-11-04T13:11:53.730675,medium
244,temperature,70,k,"), 9.4-9.6 Ghz (X) Operating Range: 500 km + (S), 70 km+ (X) Bandwidth: 250-1000 MHz Response Time: Less",,2025-11-04T13:11:53.730675,medium
245,temperature,4,c,achieve break-even within one year with two Task 4 conversions. Risk Register CII NIKET North America,,2025-11-04T13:11:53.730675,medium
246,temperature,1812,c,or EO variants. Membrane Coupons: 25 mm discs and 1812 cartridge format; stack 1–20 layers; epoxy-free edg,,2025-11-04T13:11:53.730675,medium
247,percentage,15,,"awareness.
 Market: $60B+ aggregate, high CAGR 6–15%. Telecom & IT
 5G/6G base stations, data center p",,2025-11-04T13:11:53.730675,medium
248,percentage,42,,"Market: $30B+ annually, strong growth in Lidar (42% CAGR). Energy & Utilities
 Smart grid, microgrids",,2025-11-04T13:11:53.730675,medium
249,percentage,15,,"atrol SMEC Addressable Market: $ 7.3B/Year, CAGR: 15% NPV 1MP License Value: $ 3.3B Page 4 CII NIKET PR",,2025-11-04T13:11:53.730675,medium
250,percentage,7,,"AHRS) SMEC Addressable Market: $18.7B/Year, CAGR: 7% NPV 1 MP License Value: $3.4B Weapon Systems & Ta",,2025-11-04T13:11:53.730675,medium
251,percentage,6,,"Seekers SMEC Addressable Market: $ 9B/year, CAGR: 6% NPV 1MP License Value: $1.5B Electronic Warfare (",,2025-11-04T13:11:53.730675,medium
252,percentage,7,,"(EW) SMEC Addressable Market: $16.6B/Year, CAGR: 7% NPV 1 MP License Value: $ 3B Platform Control & M",,2025-11-04T13:11:53.730675,medium
253,percentage,5,,"g (SHM) SMEC Addressable Market: $11B/Year, CAGR: 5% NPV 1 MP License Value: $ 1.6B BY SENSOR TYPE Ele",,2025-11-04T13:11:53.730675,medium
254,percentage,5,,"al Imaging SMEC Addressable Market: $13.8B, CAGR: 5% NPV 1 MP License Value: $2B Page 5 CII NIKET PROP",,2025-11-04T13:11:53.730675,medium
255,percentage,5,,"r Lidar SMEC Addressable Market: $12B/Year, CAGR: 5% NPV 1MP License Value: $1.7B Inertial Sensors Gyr",,2025-11-04T13:11:53.730675,medium
256,percentage,5,,"nations SMEC Addressable Market: $12B/Year, CAGR: 5% NPV 1MP License Value: $1.7B Pressure Sensors Abs",,2025-11-04T13:11:53.730675,medium
257,percentage,8.2,,"rential SMEC Addressable Market: $2.9B/Year, CAGR:8.2% NPV 1MP License Value: $600M Acoustic & Sonar Sen",,2025-11-04T13:11:53.730675,medium
258,percentage,5,,"ensors SMEC Addressable Market: $1.8B/Year, CAGR: 5% NPV 1 MP License Value: $260M Chemical & Biologic",,2025-11-04T13:11:53.730675,medium
259,percentage,5,,"sors SMEC Addressable Market: $ 2.1B/Year, CAGR:  5% NPV 1 MP License Value: $300M Page 6 CII NIKET PR",,2025-11-04T13:11:53.730675,medium
260,percentage,5,,"ensors SMEC Addressable Market: $1.2B/Year, CAGR: 5% NPV 1 MP License Value: $172M MEMS (Micro-Electro",,2025-11-04T13:11:53.730675,medium
261,percentage,12,,"phones SMEC Addressable Market: $16.3B/Year, CAGR:12% NPV 1 MP License Value: $ 5.1B BY PLATFORM Space/",,2025-11-04T13:11:53.730675,medium
262,percentage,5,,"ockets) SMEC Addressable Market: $12B/Year, CAGR: 5% NPV 1 MP License Value: $ 1.7B Land Platforms Mil",,2025-11-04T13:11:53.730675,medium
263,percentage,24,,"stems SMEC Addressable Market: $13.1B/Year, CAGR: 24% NPV 1 MP License Value: $ 17.3B Naval Platforms S",,2025-11-04T13:11:53.730675,medium
264,percentage,6.1,,"RIETARY SMEC Addressable Market: 45.2B/Year, CAGR:6.1% NPV 1MP MP License Value: 7.3B BY TECHNOLOGY READ",,2025-11-04T13:11:53.730675,medium
265,percentage,6,,"ting) SMEC Addressable Market: $20.8B/Year, CAGR: 6% NPV 1 MP License Value: $ 3.3B Emerging/Future Qu",,2025-11-04T13:11:53.730675,medium
266,percentage,7,,"nsors SMEC Addressable Market: $ 575M/Year, CAGR: 7% NPV License Value: $ 102M Civilian Aviation Dual",,2025-11-04T13:11:53.730675,medium
267,percentage,6.9,,"llites SMEC Addressable Market: $3.7B/Year, CAGR: 6.9% NPV License Value: $ 650M SMEC Use Cases in Missi",,2025-11-04T13:11:53.730675,medium
268,percentage,13,,"nsors: SMEC Addressable Market: $ 1.2B/Year, CAGR 13% NPV 1MP License Value: $ 422M Page 9 CII NIKET PR",,2025-11-04T13:11:53.730675,medium
269,percentage,8,,"sors: SMEC Addressable Market: $ 1.4B/Year, CAGR, 8% NPV 1MP License Value: $ 279M Acoustic DAS Sensor",,2025-11-04T13:11:53.730675,medium
270,percentage,8,,"sors: SMEC Addressable Market: $ 1.5B/Year, CAGR: 8% NPV 1MP License Value: $ 299M Differential Pressu",,2025-11-04T13:11:53.730675,medium
271,percentage,8,,"nsors: SMEC Addressable Market: $1.9B/Year, CAGR: 8% NPV 1MP License Value: 378M Liquid Leak Detection",,2025-11-04T13:11:53.730675,medium
272,percentage,13,,"sors: SMEC Addressable Market: $ 600M/Year, CAGR: 13% NPV 1MP License Value: $ v211M Rack Power Usage E",,2025-11-04T13:11:53.730675,medium
273,percentage,8,,"sors: SMEC Addressable Market: $ 4.8B/Year, CAGR: 8% NPV 1MP License Value: 960M IR Motion Sensors: SM",,2025-11-04T13:11:53.730675,medium
274,percentage,8,,"ensors: SMEC Addressable Market: $ 2B/Year, CAGR: 8% NPV 1MP License Value: $399M 5G/6G CDMA TELECOMMU",,2025-11-04T13:11:53.730675,medium
275,percentage,11,,"TIONS SMEC Addressable Market: $ 6.2B/Year, CAGR: 11% NPV 1 MP License Value: $ 1.7B Page 10 CII NIKET",,2025-11-04T13:11:53.730675,medium
276,percentage,5,,"NSORS: SMEC Addressable Market: $ 31B/Year, CAGR: 5% NPV 1 MP License Value: $ 4.3B AGGREGATE NORTH AM",,2025-11-04T13:11:53.730675,medium
277,percentage,8.2,,"NSORS: SMEC Addressable Market: $ 7.1B/Year, CAGR:8.2% NPV 1MP License Value: $ 1.4B BY CARMAKER (US/EU)",,2025-11-04T13:11:53.730675,medium
278,percentage,8.2,,"FORD: SMEC Addressable Market: $525M/Year, CAGR: 8.2% NPV 1MP License Value: $ 107M GENERAL MOTORS: SME",,2025-11-04T13:11:53.730675,medium
279,percentage,8.2,,"TORS: SMEC Addressable Market: $ 312M/Year, CAGR: 8.2% NPV 1MP License Value: $64M STELLANTIS: SMEC Addr",,2025-11-04T13:11:53.730675,medium
280,percentage,8,,"ANTIS: SMEC Addressable Market: $500M/Year, CAGR: 8% NPV 1MP License Value: $ 99M Page 11 CII NIKET PR",,2025-11-04T13:11:53.730675,medium
281,percentage,8.3,,"ESLA: SMEC Addressable Market: $ 500M/Year, CAGR: 8.3% NPV 1MP License Value: $103M HYUNDAI: SMEC Addres",,2025-11-04T13:11:53.730675,medium
282,percentage,8.2,,"NDAI: SMEC Addressable Market: $ 200M/Year, CAGR: 8.2% NPV 1MP License Value: $41M HONDA: SMEC Addressab",,2025-11-04T13:11:53.730675,medium
283,percentage,8.2,,"ONDA: SMEC Addressable Market: $ 400M/Year, CAGR: 8.2% NPV 1 MP License Value: $ 81M VOLKSWAGEN GROUP: S",,2025-11-04T13:11:53.730675,medium
284,percentage,8.2,,"ROUP: SMEC Addressable Market: $ 280M/Year, CAGR: 8.2% NPV 1MP License Value: $ 57M BMW GROUP: SMEC Addr",,2025-11-04T13:11:53.730675,medium
285,percentage,8,,"ROUP: SMEC Addressable Market: $ 380M/Year, CAGR: 8% NPV 1MP License Value: $ 75M Page 12 CII NIKET PR",,2025-11-04T13:11:53.730675,medium
286,percentage,8.3,,"UP: SMEC Addressable Market: $ $ 390M/Year, CAGR: 8.3% NPV 1Mp License Value: $ 80M TOYOTA GROUP: SMEC A",,2025-11-04T13:11:53.730675,medium
287,percentage,8.3,,"ROUP: SMEC Addressable Market: $ 460M/Year, CAGR: 8.3% NPV 1MP License Value: $ 95M RENAULT/NISSAN:/MITS",,2025-11-04T13:11:53.730675,medium
288,percentage,8.2,,"ISHI: SMEC Addressable Market: $ 240M/Year, CAGR; 8.2% NPV 1Mp License Value: $ 49M BY SENSOR TYPES: Opt",,2025-11-04T13:11:53.730675,medium
289,percentage,8.6,,"nsors: SMEC Addressable Market: $4.2B/Year, CAGR: 8.6%, NPV 1MP License Value: $ 891M External Temperatu",,2025-11-04T13:11:53.730675,medium
290,percentage,6,,"sors: SMEC Addressable Market: $ 2.3B/Year, CAGR: 6% NPV 1MP License Value: $368M Page 13 CII NIKET PR",,2025-11-04T13:11:53.730675,medium
291,percentage,15,,"sors: SMEC Addressable Market: $ 7.3B/Year, CAGR: 15% NPV 1MP License Value: $ 3.25B IR Camera Sensors:",,2025-11-04T13:11:53.730675,medium
292,percentage,15,,"sors: SMEC Addressable Market: $ 8.8B/Year, CAGR: 15% NPV 1MP License Value: $ 3.9B LIDAR/Radar Sensors",,2025-11-04T13:11:53.730675,medium
293,percentage,42,,"nsors: SMEC Addressable Market: $1.2B/Year, CAGR: 42% NPV 1MP License Value: $ 13.8B Ultrasonic Sensors",,2025-11-04T13:11:53.730675,medium
294,percentage,9.2,,"sors: SMEC Addressable Market: $ 530M/Year, CAGR: 9.2% NPV 1MP License Value: $121M GPS/GNSS Navigation/",,2025-11-04T13:11:53.730675,medium
295,percentage,8.3,,"nsors: SMEC Addressable Market: $ 16B/Year, CAGR: 8.3% NPV 1MP License Value: $ 3.3B Page 14 CII NIKET P",,2025-11-04T13:11:53.730675,medium
296,percentage,8.2,,"HIPS: SMEC Addressable Market: $35.8B/Year, CAGR: 8.2% NPV 1 MP License Value: $ 7.3B RAIL TRANSPORT SME",,2025-11-04T13:11:53.730675,medium
297,percentage,6,,"NSPORT SMEC Addressable Market: $4.3B/Year, CAGR: 6% NPV 1 MP License Value: $ 690M DEPARTMENT OF ENER",,2025-11-04T13:11:53.730675,medium
298,percentage,11.8,,"er): SMEC Addressable Market: $ 21.4B/Year, CAGR: 11.8% NPV 1MP License Value: $ 6.6B Fault Detection Sen",,2025-11-04T13:11:53.730675,medium
299,percentage,8,,"nsors: SMEC Addressable Market: $ 22B/Year, CAGR: 8% NPV 1MP License Value: $ 4.4B Grid Asset Monitori",,2025-11-04T13:11:53.730675,medium
300,percentage,19,,"sors: SMEC Addressable Market: $ 3.6B/Year, CAGR: 19% NPV 1MP License Value: $2.6B Page 15 CII NIKET PR",,2025-11-04T13:11:53.730675,medium
301,percentage,5.4,,"sors: SMEC Addressable Market: $ 5.8B/Year, CAGR: 5.4% NPV 1MP License Value: $ 870M Distributed Energy",,2025-11-04T13:11:53.730675,medium
302,percentage,13,,"rs: SMEC Addressable Market: $ $ 800M/Year, CAGR: 13% NPV 1MP License Value: $ 282M Solar Cell Optimiza",,2025-11-04T13:11:53.730675,medium
303,percentage,17,,"zation SMEC Addressable Market: $ 95B/Year, CAGR: 17% NPV 1MP License Value: $ 54B Advanced Battery Sto",,2025-11-04T13:11:53.730675,medium
304,percentage,21,,target energy storage density improvement between 21% and 37% and energy retrieval time improvement of,,2025-11-04T13:11:53.730675,medium
305,percentage,37,,nergy storage density improvement between 21% and 37% and energy retrieval time improvement of up to 46,,2025-11-04T13:11:53.730675,medium
306,percentage,46,,7% and energy retrieval time improvement of up to 46%. It is anticipated that the SMEC design will oper,,2025-11-04T13:11:53.730675,medium
307,percentage,9,,"lipsoid SMEC Addressable Market: $25B/Year, CAGR: 9% NPV 1 MP License Value: $5.6B Small Modular Nucle",,2025-11-04T13:11:53.730675,medium
308,percentage,8,,"eactors SMEC Addressable Market: $10B/Year, CAGR: 8% NPV 1MP License Value: $ 2B Page 16 CII NIKET PRO",,2025-11-04T13:11:53.730675,medium
309,percentage,14.3,,"oring SMEC Addressable Market: $ 8.7B/Year, CAGR: 14.3% NPV 1 MP License Value: $ 3.6B Facilities Energy",,2025-11-04T13:11:53.730675,medium
310,percentage,11.6,,"sors: SMEC Addressable Market: $ 3.7B/Year, CAGR: 11.6% NPV 1MP License Value: HVAC Controls Sensors: SME",,2025-11-04T13:11:53.730675,medium
311,percentage,6,,"sors: SMEC Addressable Market: $  4.2B/Year, CAGR 6% NPV 1MP License Value: CISA/CRITICAL MANUFACTURIN",,2025-11-04T13:11:53.730675,medium
312,percentage,8.7,,"ncing. SMEC Addressable Market: $1.5B/Year, CAGR: 8.7% NPV 1 MP License Value: $ 742M Page 17 CII NIKET",,2025-11-04T13:11:53.730675,medium
313,percentage,6,,"tion: SMEC Addressable Market: $25.5B/Year, CAGR: 6% NPV 1 MP License Value: $4.1B Quality Control SME",,2025-11-04T13:11:53.730675,medium
314,percentage,6,,"ntrol SMEC Addressable Market: $10.5B/Year, CAGR: 6% NPV 1MP License Value: $ 1.7B CISA/WATER AND WAST",,2025-11-04T13:11:53.730675,medium
315,percentage,6,,"nsors: SMEC Addressable Market: $1.2B/Year, CAGR: 6% NPV MP License Value: $442M Desalination Material",,2025-11-04T13:11:53.730675,medium
316,percentage,15,,"d layered oxygenated graphene material (typically 15% graphene, 80% oxidized domains), producible in mo",,2025-11-04T13:11:53.730675,medium
317,percentage,80,,"enated graphene material (typically 15% graphene, 80% oxidized domains), producible in monolayer and st",,2025-11-04T13:11:53.730675,medium
318,percentage,99.9,,"le in polyamide membrane materials) and providing 99.9% salt rejection, in all 6 major salt rejection mec",,2025-11-04T13:11:53.730675,medium
319,percentage,6.3,,"sors: SMEC Addressable Market: $ 1.5B/Year, CAGR: 6.3% NPV 1MP License Value: Page 18 CII NIKET PROPRIET",,2025-11-04T13:11:53.730675,medium
320,percentage,8,,"nsors SMEC Addressable Market: $ 1.1B/Year, CAGR: 8% NPV 1MP License Value: Turbidity Sensors: SMEC Ad",,2025-11-04T13:11:53.730675,medium
321,percentage,7.2,,"sors: SMEC Addressable Market: $ 1.4B/Year, CAGR: 7.2% NPV 1MP License Value Dissolved Oxygen Sensors: S",,2025-11-04T13:11:53.730675,medium
322,percentage,7,,"sors: SMEC Addressable Market: $ 1.4B/Year, CAGR: 7% NPV 1MP License Value: Predictive Maintenance/Lea",,2025-11-04T13:11:53.730675,medium
323,percentage,6,,"sors: SMEC Addressable Market: $ 560M/Year, CAGR: 6% NPV 1MP License Value: Acoustic Sensors: SMEC Add",,2025-11-04T13:11:53.730675,medium
324,percentage,6.4,,"sors: SMEC Addressable Market: $ 1.5B/Year, CAGR: 6.4% NPV 1MP License Value: Page 19 CII NIKET PROPRIET",,2025-11-04T13:11:53.730675,medium
325,percentage,6.3,,"sors: SMEC Addressable Market: $ 2.5B/Year, CAGR: 6.3% NPV 1MP License Value: DEPRTMENT OF HEALTH AND HU",,2025-11-04T13:11:53.730675,medium
